"","Chemical, chemical products","Containers","Furniture, fixtures","Machinery","Parts and materials","Person, injured or ill worker","Person, other than injured or ill workers","Worker motion or position","Floors, walkways, ground surfaces","Ladder","Handtools","Trucks","Cart, dolly, hand truck-nonpowered","Vehicles","all other","value"
"393",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"394",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"395",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"396",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"397",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"398",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"399",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"400",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"401",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"402",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"403",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"404",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"405",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"406",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"407",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"408",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"409",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"410",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"411",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"412",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"413",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"414",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"415",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"416",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"417",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"418",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"419",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"420",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"421",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"422",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"423",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"424",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"425",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"426",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"427",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"428",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"429",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"431",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"432",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"433",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"434",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"435",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"436",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"437",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"438",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"439",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"440",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"441",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"442",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"443",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"444",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"445",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"446",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"447",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"448",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"449",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"450",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"451",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"452",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"453",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"454",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"455",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"456",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"457",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"458",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"459",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"460",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"461",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"462",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"463",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"464",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"465",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,156
"466",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"467",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"468",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"469",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"470",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"471",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"472",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"473",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"474",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"475",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"476",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"477",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"478",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"479",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"480",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"481",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"482",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"483",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"484",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"485",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"486",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"487",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"488",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"489",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"490",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"491",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"492",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"493",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"494",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"495",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"496",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"497",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"498",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"499",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"501",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"502",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"503",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"504",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"505",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"506",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"507",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"508",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"509",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"510",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"511",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"512",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"513",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"514",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"515",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"516",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"517",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"518",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"519",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"520",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"521",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"522",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"523",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"524",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"525",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"526",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"527",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"528",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"529",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"530",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"531",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"532",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"533",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"534",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"535",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"536",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"537",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"538",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"539",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"540",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"541",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"542",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"543",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"544",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"545",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"546",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"547",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"548",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"549",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"550",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"551",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"553",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"554",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"555",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"556",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"557",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"558",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"559",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"560",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"561",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"562",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"565",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"566",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"567",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"568",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"569",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"570",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"572",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"573",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"574",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"575",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"576",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"577",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"578",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"579",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"580",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"581",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"582",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"583",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"584",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"585",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"586",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21
"587",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
"588",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"589",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"590",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"591",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"592",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17
"593",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"594",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"595",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"596",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"597",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"598",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"599",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"600",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"601",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"602",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"603",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"604",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"605",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"606",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"607",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"608",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30
"609",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44
"610",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46
"611",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39
"612",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"613",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"614",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"615",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"616",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"617",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"618",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"619",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"620",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"621",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"622",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"623",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"624",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"625",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"626",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"627",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"628",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51
"629",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
"630",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"631",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"632",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"633",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"634",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"635",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
"636",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"637",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39
"638",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38
"639",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"640",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"641",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"642",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"643",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"644",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"645",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"646",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"647",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"648",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"649",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"650",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"651",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"652",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"653",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"654",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"655",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"656",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"657",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
"658",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"659",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"660",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"661",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22
"662",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"663",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"664",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"665",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"666",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"667",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82
"668",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"669",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"670",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"671",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"672",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"673",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"674",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"675",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"676",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"677",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"678",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"679",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"680",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"681",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"682",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50
"683",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"684",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"685",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"686",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"687",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"688",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"689",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20
"690",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"691",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"692",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"693",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"694",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,137
"695",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"696",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"697",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70
"698",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"699",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"700",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"701",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"702",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
"703",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"704",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"705",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"706",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"707",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"708",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"709",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35
"710",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51
"711",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"712",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40
"713",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"714",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"715",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"716",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"717",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"718",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"719",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15
"720",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
"721",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"722",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"723",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39
"724",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"725",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"726",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32
"727",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"728",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"729",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39
"730",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27
"731",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,180
"732",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"733",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"734",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"735",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
"736",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"737",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"738",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
"739",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"740",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"741",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"742",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33
"743",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38
"744",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"745",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"746",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"747",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"748",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"749",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60
"750",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"751",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"752",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"753",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"754",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"755",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"756",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"757",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14
"758",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"759",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"760",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"761",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"762",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"763",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"764",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"765",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"766",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"767",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"768",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"769",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23
"770",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"771",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"772",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"773",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"774",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16
"775",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
"776",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"777",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"778",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"779",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
"780",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"781",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"782",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"783",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88
"784",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12
"785",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
"786",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60
"787",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
"788",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
